fecha_operacion,numero_operacion,tipo_operacion,monto,moneda,cuenta_origen,cuenta_destino,banco_origen,banco_destino,descripcion,estado,canal,content_hash
2025-09-07 09:04:16.043113,OP-00009327,DEPOSITO,33003.34,USD,392-7284888-5-15,387-5844642-2-64,CITIBANK,RIPLEY,Capaz a premio.,COMPLETADA,SUCURSAL,b1afb4e1abafb951
2025-10-01 22:32:16.043113,OP-00000994,DEPOSITO,37335.47,PEN,841-6342258-8-28,378-8431235-8-11,INTERBANK,SCOTIABANK,Costa industria violencia comenzó artículo todos punto.,COMPLETADA,MOBILE,c15107b6c3f7d891
2025-10-03 16:05:16.043113,OP-00004845,RETIRO,17643.81,PEN,592-5792520-8-68,471-7908251-4-89,INTERBANK,FALABELLA,Tengo acto secretario luego junio niño.,COMPLETADA,MOBILE,e83682504ca87ed1
2025-10-02 01:02:16.043113,OP-00007078,DEPOSITO,45667.03,PEN,605-1532345-3-34,403-8865061-4-55,BN,INTERBANK,Reforma papel otro ayer.,COMPLETADA,WEB,fd6ee8128436baa6
2025-10-04 23:15:16.043113,OP-00007298,TRANSFERENCIA,28195.5,PEN,280-8956178-1-39,,CITIBANK,FALABELLA,Medio cine partido etapa paso domingo.,COMPLETADA,MOBILE,ff0328d4e5186bee
2025-09-23 01:06:16.043113,OP-00003774,DEPOSITO,24691.53,PEN,591-9309444-7-71,818-3330890-3-92,BBVA,RIPLEY,Solución armas ningún viaje octubre punto.,FALLIDA,WEB,20e4bce5107c41f1
2025-09-08 21:15:16.043113,OP-00006978,RETIRO,22540.38,PEN,744-8964381-6-71,803-3162376-8-36,INTERBANK,RIPLEY,Principios corazón días mal.,COMPLETADA,MOBILE,44f6eaafa5edc4f6
2025-09-22 13:00:16.043113,OP-00007414,RETIRO,14017.28,PEN,668-9789816-1-90,449-4870443-0-77,BCP,BN,Primer reforma primeros vuelve mis.,COMPLETADA,WEB,9b3d8c5840990b1b
2025-10-02 23:59:16.043113,OP-00001419,RETIRO,15602.32,USD,295-9261870-6-79,596-9386637-8-23,FALABELLA,PICHINCHA,Electoral cuestión tomar carrera va.,COMPLETADA,WEB,739ca50f30d282e0
2025-09-15 21:04:16.043113,OP-00009550,TRANSFERENCIA,3635.01,PEN,187-1407884-3-14,372-1759466-3-59,BANBIF,BCP,Posible saber encuentran paciente capital sentido importantes.,COMPLETADA,MOBILE,b3fcd041b16ae3e7
2025-09-14 23:50:16.043113,OP-00001624,TRANSFERENCIA,39659.2,PEN,747-8081757-0-31,,BBVA,FALABELLA,Debía blanco carta cultura alrededor i conocimiento.,COMPLETADA,ATM,353506b3ab36811a
2025-09-23 10:16:16.043113,OP-00004606,RETIRO,26090.04,PEN,140-6873767-7-59,829-4165733-0-84,BCP,INTERBANK,Así última llegó con podemos.,PENDIENTE,MOBILE,ac37b72687c19ba1
2025-09-15 12:20:16.043113,OP-00003567,TRANSFERENCIA,29909.19,PEN,648-4971815-7-95,789-2508898-5-52,PICHINCHA,BANBIF,Primer conocimiento último octubre demás.,COMPLETADA,MOBILE,7eb8e6cd42dea3c8
2025-10-02 06:54:16.043113,OP-00008032,TRANSFERENCIA,31998.79,PEN,605-8736911-7-55,740-6814119-0-37,RIPLEY,INTERBANK,Alguna quería familia para.,COMPLETADA,WEB,6def24d0a25292f7
2025-09-22 20:36:16.043113,OP-00008286,DEPOSITO,31868.44,PEN,700-2941625-3-29,,BBVA,BBVA,Iglesia domingo vuelve.,COMPLETADA,WEB,e7647508a89b8578
2025-09-09 15:37:16.043113,OP-00005738,DEPOSITO,809.81,PEN,831-2066321-8-33,,INTERBANK,PICHINCHA,Premio país habrá jóvenes base.,COMPLETADA,ATM,f099b0a6685aabf9
2025-10-02 04:15:16.043113,OP-00009046,DEPOSITO,19653.42,PEN,755-7012671-0-38,539-2906489-5-86,FALABELLA,RIPLEY,Hay ministro cabo conocer hablar.,COMPLETADA,MOBILE,fc5302248178f03e
2025-09-08 23:10:16.043113,OP-00004774,DEPOSITO,26221.14,PEN,474-2347936-6-31,266-1615046-6-30,CITIBANK,,Muestra hecho único pasado organización investigación tiempos.,COMPLETADA,MOBILE,62cc75fceb747dc3
2025-09-23 22:45:16.043113,OP-00003106,RETIRO,46550.15,PEN,111-3411811-8-35,647-5561012-8-55,INTERBANK,BCP,J buscar llegar solución carlos puesto rosa eso.,COMPLETADA,WEB,25c3e619fd8cf2e1
2025-09-07 16:44:16.043113,OP-00009247,DEPOSITO,27924.99,PEN,544-1939491-4-71,405-8406675-7-25,BCP,BCP,Buen ministerio aún.,COMPLETADA,MOBILE,96cffdaa4e2d937d
2025-10-02 02:21:16.043113,OP-00001254,DEPOSITO,11899.73,PEN,836-1075931-4-33,986-2865151-8-81,RIPLEY,PICHINCHA,Partido pesar especie cuatro frente siguientes.,COMPLETADA,WEB,ee6d4ea2c3919c56
2025-09-30 08:13:16.043113,OP-00008306,TRANSFERENCIA,39381.94,PEN,471-4020409-6-45,320-2790533-0-38,BN,BN,Intereses primeras dólares necesario fuentes empresa llegado.,COMPLETADA,WEB,0cbc629ca2103e35
2025-09-21 08:33:16.043113,OP-00009002,RETIRO,7400.94,PEN,785-1218389-0-34,,CITIBANK,BBVA,Siglo fondo profesional actividad.,PENDIENTE,WEB,7e46ed2955972051
2025-09-19 08:30:16.043113,OP-00005066,RETIRO,43677.14,PEN,817-3940008-0-80,360-9675146-0-25,CITIBANK,,Cultura paciente congreso políticos dio.,PENDIENTE,ATM,a8a0ebc60fdd930b
2025-09-24 19:09:16.043113,OP-00001311,DEPOSITO,21987.29,PEN,204-8491523-4-65,946-4450029-2-83,SCOTIABANK,BANBIF,Ningún fiscal ciento hace último.,PENDIENTE,MOBILE,826e2153e1e6d6e0
2025-09-21 04:20:16.043113,OP-00005872,DEPOSITO,21697.32,PEN,115-8511901-0-66,,CITIBANK,RIPLEY,Palabra vivir función u allá grande.,COMPLETADA,MOBILE,0c95247e5b128420
2025-09-15 18:40:16.043113,OP-00007239,RETIRO,33519.13,PEN,461-3630926-2-23,,BANBIF,BCP,Francisco caso teatro contenido uso gente.,COMPLETADA,WEB,5ae29360b20170a3
2025-09-09 13:48:16.043113,OP-00005406,RETIRO,35300.33,PEN,136-7498220-7-85,,BN,,Jefe iglesia juan teatro decisión vino maría.,COMPLETADA,ATM,9dbf55e491cc0c16
2025-09-22 19:30:16.043113,OP-00004025,TRANSFERENCIA,17870.85,PEN,896-1666015-0-60,502-9992385-3-61,FALABELLA,,Ayuda medio cuerpo felipe ayer menor dado.,COMPLETADA,MOBILE,1dd6cf287c345c06
2025-10-04 14:14:16.043113,OP-00009351,DEPOSITO,32605.1,USD,601-2551104-4-30,113-7697602-6-26,BN,PICHINCHA,Cierto amigo cultural diferentes comercio.,FALLIDA,WEB,f5ef804bd22cad41
2025-09-05 18:19:16.043113,OP-00002146,RETIRO,42867.18,PEN,296-7216274-3-65,643-2668812-4-91,PICHINCHA,PICHINCHA,Medida sentido hija fondo sector debe.,COMPLETADA,MOBILE,c0cdddcde83c6ebf
2025-09-21 14:09:16.043113,OP-00004583,RETIRO,25012.36,PEN,758-1795988-0-46,146-1823994-8-89,PICHINCHA,BN,Unidad abril tengo s.,COMPLETADA,WEB,05c82fffb9b052ae
2025-09-21 19:29:16.043113,OP-00009966,RETIRO,34453.84,PEN,681-7116443-3-87,862-4107265-0-47,BBVA,,Nada izquierda cambio club.,COMPLETADA,WEB,8f8ee1d19f28e93f
2025-09-19 08:51:16.043113,OP-00001792,DEPOSITO,27350.6,PEN,969-1882270-8-75,,BCP,INTERBANK,Oficial ha bajo nivel experiencia.,COMPLETADA,MOBILE,7a1124de35839550
2025-09-06 04:21:16.043113,OP-00003401,DEPOSITO,37379.41,PEN,325-5208832-1-36,589-6015571-0-54,BBVA,BN,Donde realidad artículo.,COMPLETADA,ATM,20448f0733430949
2025-09-17 01:21:16.043113,OP-00000268,DEPOSITO,29690.95,PEN,374-9711681-5-66,521-1434213-2-32,BN,CITIBANK,Película juego todas aparece madrid reforma.,COMPLETADA,WEB,4c4aff0e276329d2
2025-10-02 18:26:16.043113,OP-00002026,RETIRO,17956.37,PEN,476-9164598-1-15,488-7204553-7-92,SCOTIABANK,CITIBANK,Libro sino propios santa.,COMPLETADA,WEB,5aa38020bfdc6bd3
2025-09-15 20:14:16.043113,OP-00008562,TRANSFERENCIA,16727.09,PEN,128-7749706-8-95,944-9757643-7-18,PICHINCHA,BN,Adelante primera cosa duda económica piel fútbol.,COMPLETADA,SUCURSAL,bb1f711ec54dfc2e
2025-09-26 16:34:16.043113,OP-00009723,RETIRO,37117.08,PEN,682-6056891-3-68,621-6978750-2-54,BCP,FALABELLA,Han e caso recuerdo embargo salud dónde.,COMPLETADA,WEB,e41dcf989ba3c3de
2025-09-04 17:21:16.043113,OP-00001340,DEPOSITO,18707.73,PEN,597-4393142-0-54,437-7295533-2-53,BBVA,,Verdad españa europa mercado sobre.,COMPLETADA,MOBILE,92c6fc9515553549
2025-09-09 06:54:16.043113,OP-00009191,RETIRO,14041.71,PEN,435-9611611-7-10,404-7334746-0-18,INTERBANK,BCP,Investigación principio hasta público trabajo fuera da.,COMPLETADA,WEB,48f3bbd71c6ee2cd
2025-09-23 10:41:16.043113,OP-00000739,RETIRO,15103.73,PEN,222-5598046-4-70,,BN,INTERBANK,Marcha trabajo ambiente es b medidas había partido.,COMPLETADA,ATM,ae5f7109bec2eee9
2025-09-28 21:54:16.043113,OP-00003687,DEPOSITO,6585.36,USD,139-6304684-5-94,122-5974942-8-41,BN,BANBIF,Iba están dentro capacidad resultado.,COMPLETADA,MOBILE,7a58d4c665fc11d2
2025-09-24 12:27:16.043113,OP-00000966,DEPOSITO,4187.66,PEN,574-4483150-2-49,730-8300173-6-26,BBVA,BANBIF,Visita fuerza por pie boca antonio recursos.,COMPLETADA,SUCURSAL,d44cca7f585ff9e5
2025-09-24 03:07:16.043113,OP-00000253,DEPOSITO,18923.7,PEN,206-7297666-1-90,114-5411584-2-15,CITIBANK,BBVA,También oposición esa siguientes sola nombre fuera.,COMPLETADA,MOBILE,af5229e0dba775bf
2025-09-24 13:35:16.043113,OP-00001656,DEPOSITO,4003.53,PEN,736-5596536-2-72,,CITIBANK,BBVA,Debía mayoría acuerdo conocimiento.,COMPLETADA,WEB,e2af3d4d665c363a
2025-09-17 15:33:16.043113,OP-00009375,TRANSFERENCIA,38478.63,PEN,691-8548834-6-63,653-6392392-4-89,FALABELLA,SCOTIABANK,Poder da don empresas tres fútbol.,COMPLETADA,MOBILE,bc7d6c7f12898e95
2025-09-06 22:40:16.043113,OP-00000051,TRANSFERENCIA,11651.02,PEN,441-3937237-4-39,701-6479877-3-81,RIPLEY,CITIBANK,Libro derechos temas teoría.,COMPLETADA,MOBILE,45c3a319dc01314f
2025-09-11 02:19:16.043113,OP-00004817,TRANSFERENCIA,49803.13,PEN,909-2688021-2-40,798-5007294-3-11,BANBIF,CITIBANK,Industria hacia arriba plazo siquiera mucho salir.,COMPLETADA,MOBILE,23f09341d1f5a313
2025-09-19 14:12:16.043113,OP-00003354,TRANSFERENCIA,1709.21,PEN,530-1864253-3-89,383-3608271-8-33,BBVA,BN,Juez hemos él generales.,COMPLETADA,WEB,c5f1aa5485935666
2025-09-10 20:17:16.043113,OP-00002767,RETIRO,7105.53,PEN,765-5357813-3-56,,FALABELLA,,Conciencia carlos exterior muestra permite desde serie.,COMPLETADA,ATM,b0bc7a8f87bbaf51
2025-09-29 18:48:16.043113,OP-00000873,TRANSFERENCIA,33990.91,USD,985-6455453-1-50,847-1147426-8-30,BCP,BBVA,Valor al primeras secretario.,PENDIENTE,MOBILE,b372dfc53abb55ef
2025-10-04 05:49:16.043113,OP-00006831,RETIRO,9329.16,USD,515-4702651-5-38,576-3555801-2-48,CITIBANK,CITIBANK,Santiago serie diciembre momentos esto dice.,COMPLETADA,WEB,0193873816b855db
2025-09-20 13:43:16.043113,OP-00007485,RETIRO,4912.61,PEN,217-2859487-8-33,202-4310478-2-13,BANBIF,CITIBANK,Queda poco lado opinión buenos cada mesa busca.,COMPLETADA,WEB,e575fc3fd885cecf
2025-09-14 09:58:16.043113,OP-00006487,TRANSFERENCIA,40520.73,PEN,647-5915824-5-64,473-1190894-6-82,BCP,INTERBANK,Algunas sobre obras perdido consejo todo.,COMPLETADA,WEB,b2154a2a1d67bdf5
2025-09-18 23:17:16.043113,OP-00002108,RETIRO,198.69,PEN,561-9601830-6-79,,BN,BN,O necesidad producto estudio río presenta fuerza.,COMPLETADA,MOBILE,337e28564a2a5272
2025-10-02 10:28:16.043113,OP-00009890,TRANSFERENCIA,27446.25,PEN,330-4662545-8-94,667-8393053-1-46,BANBIF,BN,Hijos hace comenzó cultural deseo.,COMPLETADA,WEB,9b8490ec2830eb34
2025-09-17 11:23:16.043113,OP-00005175,TRANSFERENCIA,11442.82,USD,335-6900342-4-92,,CITIBANK,,García nombre respuesta ya actual.,PENDIENTE,MOBILE,97bc1e06b9015922
2025-09-24 06:09:16.043113,OP-00007196,TRANSFERENCIA,45691.33,USD,855-8651569-4-84,526-9076373-6-53,SCOTIABANK,SCOTIABANK,Nuestras sectores tarde salir ir valores martín suficiente.,COMPLETADA,WEB,7d8aaa4df697d474
2025-09-21 12:05:16.043113,OP-00000249,RETIRO,32296.61,PEN,340-9653876-7-63,567-5744086-4-82,BN,BBVA,Principios dólares podía estas.,COMPLETADA,WEB,d83de325432881e7
2025-09-19 13:20:16.043113,OP-00002426,TRANSFERENCIA,17325.66,PEN,168-2296828-2-46,302-1361626-6-96,RIPLEY,PICHINCHA,Escuela norte visto actividades.,COMPLETADA,ATM,130b6b44b0a84f78
2025-09-26 18:07:16.043113,OP-00008374,TRANSFERENCIA,17179.58,PEN,465-3979719-0-98,,BBVA,BCP,Mantener es costa francisco historia fácil.,COMPLETADA,MOBILE,8e0482adb5b5b430
2025-09-24 07:10:16.043113,OP-00009012,DEPOSITO,5581.64,PEN,747-7088327-0-39,877-6327264-2-57,BCP,BBVA,Total usted favor explicó políticos es.,COMPLETADA,ATM,7637ee6998cc4597
2025-09-30 05:34:16.043113,OP-00003167,RETIRO,12712.67,PEN,474-6594166-7-84,,CITIBANK,,Popular riesgo voluntad segundo ahora.,COMPLETADA,WEB,f2da8f8bb9c8b324
2025-09-30 07:28:16.043113,OP-00000555,DEPOSITO,7396.66,PEN,860-1040454-1-16,458-4624883-4-93,BCP,BN,Te sector pedro durante organización.,COMPLETADA,WEB,0a7a1383299523f7
2025-09-15 01:22:16.043113,OP-00000972,RETIRO,9303.99,PEN,940-1419387-7-56,358-5075158-1-74,FALABELLA,FALABELLA,Única hombre menos qué bien.,COMPLETADA,MOBILE,cbc49da0389065a9
2025-09-24 06:11:16.043113,OP-00009619,DEPOSITO,37104.04,PEN,888-2558088-4-27,,PICHINCHA,PICHINCHA,Ciudad información caso alguien mar cinco miguel.,COMPLETADA,MOBILE,1d967170f720227f
2025-10-02 15:29:16.043113,OP-00002320,RETIRO,22990.88,PEN,357-8719631-3-10,107-7158840-3-90,RIPLEY,,Futuro seis san clase cuyo movimiento igual términos.,COMPLETADA,WEB,3dc4fb62081bb281
2025-09-22 06:41:16.043113,OP-00003873,DEPOSITO,13779.58,PEN,591-1526900-0-16,823-4625822-3-72,PICHINCHA,,Palabras ex presidente fin población te.,COMPLETADA,WEB,4e1f7475e3662793
2025-09-26 05:45:16.043113,OP-00008216,DEPOSITO,9676.8,PEN,439-7885352-8-74,205-8451932-2-22,CITIBANK,BANBIF,Arriba san democracia.,COMPLETADA,MOBILE,a6adb78739d9f9c4
2025-09-08 10:23:16.043113,OP-00006905,DEPOSITO,31010.76,PEN,661-5691520-7-18,279-5486870-5-65,BCP,,Período podrá julio cambios.,COMPLETADA,WEB,3da253aa53c5e732
2025-09-05 01:40:16.043113,OP-00002010,DEPOSITO,18536.44,PEN,857-8398146-2-47,259-8367637-1-28,BN,SCOTIABANK,Río comunidad santa joven régimen.,COMPLETADA,WEB,cd31ea8d8f30f6c5
2025-09-11 15:29:16.043113,OP-00000448,TRANSFERENCIA,15514.9,PEN,641-6500514-1-39,168-1185126-1-49,BN,,Ellos semanas mi llama haya éxito.,COMPLETADA,MOBILE,9b3b6d30d7dde66d
2025-09-25 20:00:16.043113,OP-00009752,RETIRO,4815.31,USD,349-6295922-2-27,,BANBIF,BANBIF,Humanos director crisis cinco.,COMPLETADA,WEB,936cd61a10110600
2025-10-02 04:27:16.043113,OP-00005906,RETIRO,7433.87,PEN,225-8920621-8-13,,CITIBANK,,Buen casi media estaba señaló estados.,PENDIENTE,WEB,e312d374fec55e35
2025-09-29 08:06:16.043113,OP-00001692,TRANSFERENCIA,29363.44,PEN,477-9669528-6-52,211-9175623-8-31,BN,BBVA,Deseo volvió espera prueba.,COMPLETADA,WEB,3094697c9996eeba
2025-09-26 08:16:16.043113,OP-00005494,RETIRO,18098.47,PEN,701-8208385-6-86,524-7228016-4-84,CITIBANK,FALABELLA,Actitud alta negro.,COMPLETADA,WEB,71f95ad2a6ec927e
2025-09-05 07:59:16.043113,OP-00008027,DEPOSITO,40569.2,PEN,920-9181015-7-84,318-4138058-1-34,BN,PICHINCHA,Sólo francia revolución buena dinero arriba.,PENDIENTE,ATM,fdff175defc99f23
2025-09-26 07:33:16.043113,OP-00002185,RETIRO,46995.42,PEN,996-4744006-7-21,139-8157331-6-25,BANBIF,CITIBANK,Atrás juicio actual jóvenes torno fuera.,COMPLETADA,MOBILE,6518cb287f7272a9
2025-09-23 04:41:16.043113,OP-00003636,TRANSFERENCIA,39480.8,PEN,296-1352961-1-11,907-5774515-3-70,BN,,Será premio principal segundo la tres artículo.,COMPLETADA,ATM,23a9d0f1f62ba520
2025-09-26 09:12:16.043113,OP-00003972,DEPOSITO,40671.53,PEN,361-8499850-4-93,,FALABELLA,CITIBANK,Tendrá manos señaló visto.,COMPLETADA,MOBILE,3fc48854ca9b29d7
2025-09-09 15:40:16.043113,OP-00008013,DEPOSITO,32290.64,PEN,602-6368330-7-40,624-5812282-6-13,BBVA,BCP,Cambio práctica cuba muerto.,COMPLETADA,SUCURSAL,991ca56ad79954e2
2025-09-22 13:55:16.043113,OP-00008979,DEPOSITO,37628.88,PEN,226-8091581-1-11,,BBVA,BANBIF,Tan sabía oficial democracia mano cuestión pp ocasiones.,COMPLETADA,ATM,35af7b763e2c37cd
2025-09-16 12:51:16.043113,OP-00003442,RETIRO,43216.54,PEN,412-5153497-0-47,,BN,,Cuales buena incluso en cada.,COMPLETADA,MOBILE,97a47ac7bc5544e9
2025-09-17 08:54:16.043113,OP-00002465,DEPOSITO,18928.67,USD,379-8537043-7-17,467-8626205-5-90,INTERBANK,BN,Efectos tener ni nuestro.,PENDIENTE,MOBILE,02ebf3c31d0668b8
2025-09-16 05:15:16.043113,OP-00004943,TRANSFERENCIA,39917.18,PEN,803-5643362-3-15,149-6497659-7-38,SCOTIABANK,INTERBANK,Dólares hechos resto sector salida esos.,COMPLETADA,WEB,6db8e19194d49727
2025-09-05 18:22:16.043113,OP-00005919,DEPOSITO,1243.89,PEN,969-7052283-7-24,391-7469997-5-96,BBVA,,Da poner ministro información serán todavía europea.,COMPLETADA,MOBILE,c8089cd3e87d43c3
2025-09-22 01:34:16.043113,OP-00000751,DEPOSITO,3408.54,PEN,437-6704098-1-52,255-5607132-1-55,CITIBANK,BN,Vamos siguientes les algún.,PENDIENTE,MOBILE,16742954af62bfb4
2025-10-05 01:18:16.043113,OP-00001176,RETIRO,20931.68,PEN,192-5102859-3-43,381-4002153-7-37,CITIBANK,BBVA,Madre otra d tierra juego proceso.,COMPLETADA,WEB,c7465d2924fdacc9
2025-09-15 13:12:16.043113,OP-00007913,DEPOSITO,13655.25,USD,148-3905834-3-67,,PICHINCHA,SCOTIABANK,Temas consumo televisión habían mira ayer compañía tiene.,COMPLETADA,WEB,7ca6673c126f1127
2025-09-13 19:37:16.043113,OP-00000377,TRANSFERENCIA,8306.07,PEN,841-5375336-6-74,589-9168447-4-91,RIPLEY,BCP,Sería ciudad pese objeto señora marzo gonzález.,COMPLETADA,MOBILE,4e22d62342ca1816
2025-09-26 13:30:16.043113,OP-00000411,DEPOSITO,7719.58,USD,808-1930565-7-41,,BANBIF,INTERBANK,Millones oro jóvenes condiciones hechos fecha.,COMPLETADA,WEB,3ea6fed347f2bb01
2025-09-15 06:38:16.043113,OP-00004614,DEPOSITO,30737.6,PEN,587-9964077-4-51,348-9322061-0-81,BN,RIPLEY,Iba consecuencia prueba figura trabajo ocasión voz.,COMPLETADA,WEB,9dd99ef92016cbfe
2025-10-03 10:30:16.043113,OP-00008502,DEPOSITO,12290.88,PEN,980-2459964-0-36,644-8225601-1-91,FALABELLA,PICHINCHA,O largo juan los martín niños llegó.,COMPLETADA,MOBILE,c978cb4153be6b95
2025-09-18 18:07:16.043113,OP-00004535,TRANSFERENCIA,14346.6,PEN,817-3796762-0-85,619-6295001-4-83,BANBIF,SCOTIABANK,Televisión tenían violencia diferentes tuvo contenido esas.,COMPLETADA,WEB,af43b2f8ca4af5b0
2025-09-30 06:42:16.043113,OP-00005793,TRANSFERENCIA,15308.67,PEN,173-6350085-8-38,513-6619863-3-25,BANBIF,,Curso espacio especie además director justicia adelante martín.,COMPLETADA,MOBILE,1136e6c2327a531d
2025-10-01 01:22:16.043113,OP-00004787,DEPOSITO,20156.77,PEN,524-7077139-2-96,193-1068085-2-23,SCOTIABANK,FALABELLA,Superior conjunto francia podía estuvo gran presidente.,COMPLETADA,MOBILE,99be4f8dad58ae7e
2025-09-28 02:47:16.043113,OP-00002288,RETIRO,44610.77,PEN,734-2438698-3-28,723-5941673-5-80,BANBIF,CITIBANK,Mucha menos estamos proceso fuentes de.,COMPLETADA,SUCURSAL,f91c76da5961b865
2025-10-01 07:52:16.043113,OP-00007774,RETIRO,1092.44,PEN,646-9988556-5-70,270-5164986-6-93,PICHINCHA,BANBIF,Santa tema orden cuadro.,COMPLETADA,MOBILE,3dd07efbec9a0242
2025-09-18 07:08:16.043113,OP-00005157,TRANSFERENCIA,5891.52,PEN,490-2159235-8-46,,BANBIF,,Metros toda voluntad fuego joven.,COMPLETADA,MOBILE,bf115fb6e9dac70e
2025-09-28 20:04:16.043113,OP-00009005,DEPOSITO,18711.03,PEN,679-8660936-2-79,343-2084533-2-56,BBVA,BCP,Tomar derechos estas esos haber tratamiento trabajar.,COMPLETADA,WEB,20bfd5e374a057d4
2025-09-26 08:03:16.043113,OP-00000275,DEPOSITO,18595.77,PEN,313-1996899-6-32,170-9103195-8-45,BCP,,Tribunal estructura ni hoy parece voz pocos.,COMPLETADA,WEB,c7211d5c139ce466
2025-09-06 18:23:16.043113,OP-00001497,DEPOSITO,18523.0,PEN,344-2008202-8-85,198-7764673-7-23,RIPLEY,BANBIF,Varios régimen ley muerte equipo.,COMPLETADA,WEB,20ac1b469eeb9d95
2025-09-09 03:37:16.043113,OP-00008653,DEPOSITO,4331.73,PEN,598-5734047-8-56,464-8560231-3-85,BCP,SCOTIABANK,Tres necesidad mayoría ojos actitud.,COMPLETADA,WEB,794fec042724fef8
2025-09-30 14:05:16.043113,OP-00003617,DEPOSITO,34199.73,PEN,312-5115728-6-70,960-3394005-4-51,PICHINCHA,BANBIF,Otro mano toma.,PENDIENTE,WEB,90e8ab114848ad38
2025-09-06 00:35:16.043113,OP-00008050,DEPOSITO,32345.11,USD,594-5371395-4-23,,CITIBANK,CITIBANK,Tierra éxito garcía eso pronto lado.,COMPLETADA,WEB,2fac73029a77f5a2
2025-09-26 22:40:16.043113,OP-00002904,TRANSFERENCIA,36403.26,PEN,667-2773428-1-84,976-4230414-3-61,BANBIF,BCP,Éxito usted pudo estaba nacional precios.,COMPLETADA,MOBILE,cb1a6ef2e848e261
2025-10-01 00:44:16.043113,OP-00004345,RETIRO,37637.94,PEN,384-8419020-7-24,,CITIBANK,BANBIF,Puntos primera aspecto casa pues pero.,COMPLETADA,ATM,efd7c8be141740f9
2025-09-20 19:06:16.043113,OP-00001826,DEPOSITO,28950.03,PEN,317-6113805-7-57,501-9819822-8-14,INTERBANK,,Pedro serán hombres tenido aquel como.,COMPLETADA,WEB,85f387260d3d03e0
2025-09-09 23:26:16.043113,OP-00006127,RETIRO,233.4,PEN,841-8330618-5-60,705-6380258-0-24,BN,FALABELLA,Tales dejar trabajo sistemas sigue.,COMPLETADA,ATM,f41e89c7b7a145b8
2025-10-02 23:27:16.043113,OP-00003232,DEPOSITO,4617.22,PEN,554-3581422-7-28,316-6232625-2-77,FALABELLA,PICHINCHA,Izquierda diversas estudio sido.,COMPLETADA,SUCURSAL,e59b899f1e61e489
2025-09-12 16:26:16.043113,OP-00005182,DEPOSITO,38189.91,PEN,308-2238491-5-25,284-8263130-3-89,INTERBANK,BCP,Salida cuba trabajo mismos través sobre manuel servicio.,COMPLETADA,MOBILE,cd495378fa46b10a
2025-09-22 15:33:16.043113,OP-00008609,TRANSFERENCIA,15912.36,PEN,892-8454920-5-52,183-7293716-3-83,BANBIF,BN,Varios américa s saber días.,COMPLETADA,SUCURSAL,c05d554dbfa71e16
2025-09-15 21:12:16.043113,OP-00004096,TRANSFERENCIA,1711.18,PEN,589-5101646-2-31,503-3105844-7-45,INTERBANK,FALABELLA,Partes política oro menor piel puesto para características.,COMPLETADA,MOBILE,68933447a4b32e7b
2025-09-08 20:40:16.043113,OP-00001693,RETIRO,29881.69,PEN,332-2824830-0-21,,BCP,CITIBANK,Arte padres obra hacia revolución encima nueva.,COMPLETADA,WEB,f1edd98c3567eb90
2025-09-26 11:46:16.043113,OP-00000468,TRANSFERENCIA,21893.54,USD,631-4279898-8-38,311-5826490-1-15,BN,,Mercado después esas respecto.,COMPLETADA,SUCURSAL,bf4f95c5f0a9aa2c
2025-09-21 04:37:16.043113,OP-00004255,DEPOSITO,49709.57,USD,184-3118861-0-63,613-6158379-0-69,PICHINCHA,,Servicios realidad curso mismos millones alguna.,PENDIENTE,SUCURSAL,d23c4d19118a853b
2025-09-22 00:50:16.043113,OP-00001509,DEPOSITO,21285.49,PEN,662-6579734-6-94,751-9737974-3-98,FALABELLA,BBVA,Cama libre eran.,COMPLETADA,WEB,8a6c6403defa0f48
2025-09-21 10:40:16.043113,OP-00003051,RETIRO,31638.09,USD,432-5391932-5-67,,RIPLEY,FALABELLA,Pero distintos mal material.,COMPLETADA,MOBILE,5961c040e949aec8
2025-10-04 01:30:16.043113,OP-00004263,DEPOSITO,39948.87,PEN,444-3071035-8-53,,CITIBANK,FALABELLA,Capacidad congreso economía según.,COMPLETADA,ATM,996911cfb9c6a80b
2025-09-08 22:59:16.043113,OP-00009222,DEPOSITO,36967.68,PEN,983-4089206-7-49,,PICHINCHA,,Distintos tomar orden cosa.,COMPLETADA,WEB,b1c72aa65eea8da3
2025-10-02 01:08:16.043113,OP-00000514,DEPOSITO,20293.55,PEN,862-3777865-7-47,,BBVA,,Artículo horas presente memoria violencia boca.,COMPLETADA,MOBILE,56e0f0858b69573a
2025-10-02 17:46:16.043113,OP-00002406,DEPOSITO,15056.33,PEN,765-4346288-6-56,,PICHINCHA,,Con estas tres siguiente.,FALLIDA,SUCURSAL,e9a2e27885f87160
2025-09-09 03:43:16.043113,OP-00006107,RETIRO,14239.89,PEN,394-3909199-2-56,472-4619107-4-92,SCOTIABANK,BBVA,Mañana político personal hija.,COMPLETADA,MOBILE,82d00ba6078588c2
2025-09-23 06:28:16.043113,OP-00009838,TRANSFERENCIA,20564.29,PEN,121-8440939-3-44,787-7841227-8-93,BN,BBVA,Pasado espacio hermano días.,COMPLETADA,MOBILE,ffa07405ffe3a8d0
